site_category_lv1,overall_rating,review_title,review_text
Beleza e Perfumaria,1,Pessima qualidade!,"O imã já descolou! Na primeira usada!!! Péssimo! Além do que, não encaixa nos olhos direto, parece aquele Cilios mal colado o tempo todo!"
Celulares e Smartphones,1,nao compre,"não compre da loja mastertronic, o celular e do paraguai, ele é todo em espanhol e nao tem nenhum celo da anatel, o carregador inclusive é da entrada antiga que não é o padrão do brasil"
Relógios,5,Relógio de Presença!,"A minha satisfação é total com este relógio. Bem construído, robusto, elegante, pulseira de ótima qualidade e com um preço bem convidativo. Aprovo e recomendo este produto!"
Vestuário Esportivo,3,material super leve,O tênis apresenta ser muito confortável e leve. Só achei a numeração um pouco pequena em relação a outros produtos com a mesma numeração. Meu marido gostou muito.
Eletroportáteis,5,Muito bom o produto parabéns,Ótimo produto oq faltou nele só era um regulador de temperatura
Pet Shop,5,Muito Bom,"Além de ser super eficiente, o remédio ser em formato de bifinho facilita muito na hora de administrar pro animal! Super recomendo!"
Bebês,3,Troca,"Boa Tarde. Comprei 02 Troninho Infantil Musical para dar de presente. Quando fui entregar o primeiro, estava parecendo usado e não tive coragem de entregar e comprei outro presente. Conclusão, estou com os 02 aqui parado na caixa e quando liguei para realizar a troca falaram que não tinha mais o produto. Pronto... agora tem e será que a Lojas Americanas vão trocar eles??? agora tem, será que conseguiria? sei que vão dizer que já passou do prazo, mas quando quis trocar no prazo, não tinha. Aguardo um retorno. Obrigada. Juciane."
Saúde,5,Ótimo,Produto excelente! Entrega super rápida .podem comprar sem medo !
Móveis,1,"Defeitos, quebras e falta de material.","Produto fora entregue com prateleira quebrada, faltando peças e parafusos."
"Cama, Mesa e Banho",3,Amei o produto o atendimento e rápidez que  chegou Parabéns p esse saite americanas com certeza vou comprar mais!,Oi gente amei o tapete de boa qualidade ele é  muito elegante mas é  fino de espessura os pelos são  baixos mas macio pelo preço  esta ótimo ficou bonito no quarto as crianças gostaram muito não tive problemas nenhum com a loja desde o primeiro contato muito pelo contrário  foram muito rápido p entrega atendimento perfeito o tapete era o que eu esperava satisfeita com a compra recomendo nota 10 p este saite americanas vou comprar mas coisas com certeza obrigada!
Utilidades Domésticas,3,"Produto bonito mas, embalagem vulnerável para transporte!","Produto bonito, mas, mal embalado sujeito a quebra facilmente, como no meu caso em que uma xícara veio totalmente em pedaços.  Poderia ser melhor embalado!"
Saúde,5,Gostei muito do produto,"Produto de ótima qualidade, entrega no prazo, produto certo, quantidade certa ."
Beleza e Perfumaria,5,Muito bom e compre o que promete!,"Muito legal o produto é um pouco dolorido no início o que é normal pelas pinças do depilador, mas nada que com o tempo não dê pra se acostumar. Os acessórios são ótimos, adorei as capas redutoras para áreas mais sensíveis como o buço minimiza a dor no local e também o aparador elétrico é ótimo para áreas que os pelos estão crescendo e bem pequenos já que dependendo da cor do pelo acaba constatando muito e chamando atenção. Compraria de novo, sem sombra de dúvidas!"
Informática,3,Justo pelo preço cobrado!!,"Atende as necessidades, comparado com os concorrentes de msm nível, é mt bom!"
Informática e Acessórios,5,Gostei muito!!,Muito bom e entrega muito rapida. Recomendado a compra
Eletroportáteis,3,eu pedi devolução no ato da compra,"não gostei nem um pouco do descaso de vocês quanto a solicitação de cancelamento desta compra, por motivo de arrependimento ; também no caso ter bloqueado parte da pagina de minha compras; não permitindo se quer que eu pudesse acompanhar o status da minhas compras efetuada posteriormente e que até este momento se quer sei lá se estas compras foi efetuada ou não ,não sei se esta  sendo enviadas ou não , colocando em duvidas minha credibilidade com  as americanas.com- quanto ao produto desta compras já efetuei o pagamento total no cartão americanas...obrigado"
Livros,3,Defeito de impressão,"As ultimas paginas estão com impressoes sobrepostas, não dá para ler nada. Tive qhe ir cirrebdo comprar outro ."
Eletrodomésticos,5,Compro esta marca há muitos anos. Gosto muito!,"Gostei, principalmente, do filtro anti-fiapos. Recomendo."
Beleza e Perfumaria,5,Ótimo sim,"Tem gente que quer ver milagre,se seu cabelo está ressecado,precisa tratar,não adinta querer passar a prancha e em um passe de magica ter o cabelo perfeito!o produto cumpre o qie promete."
Celulares e Smartphones,5,Muito bom!,Chegou antes do esperado e era do jeito que eu queria
Beleza e Perfumaria,5,Para cabelos curtos.,"Esse produto é ideal para cabelos curtos, para modelar com cera/pomada, é bem compacto e prático, eu faço meu penteado em poucos minutos. Para quem tem cabelo medio/longo, ou quer fazer alisamento melhor comprar um mais potente."
Informática,4,Notebook,Produto veio como esperado entrega pida acionamento perfeito é ir o
Celulares e Smartphones,1,Ainda não posso avaliar,"ainda não recebi o produto para poder avaliar bem, só estou decepcionado pela pela entrege demorar quase 2 meses."
Informática e Acessórios,1,Teclado duro,"O mouse é razoável porém as teclas do teclado são extremamente duras. Em alguns momentos inclusive as teclas agarravam, permanecendo pressionadas. Não recomendo!"
TV e Home Theater,4,Curti,Funciona bem... Só o áudio que esperava mais... Philips é referência!
Celulares e Smartphones,5,Ótimo produto,"Entrega Rápida antes do previsto,meu filho amou o aparelho"
TV e Home Theater,3,Som não presta.,A TV é boa em relação imagem e aplicativos. Pena não ter Android. Mas o som deixa muito a desejar. Necessário utilizar um Soundbar!
TV e Home Theater,5,Excelente!,"Um excelente produto, custo baixo e qualidade total. Entrega rápida."
Livros,4,Excelente,"Adorei , Super recomendo,um otimo presente, de leitura facil,  comprei dois box e amei."
Beleza e Perfumaria,5,Cabelos lisos e brilhantes,"Segui a recomendação de uso no site da Mutari e tudo foi como o esperado. Meus cabelos são ondulados, grossos e volumosos. Agora estão mais finos e lisos, e após várias lavagens o efeito continua e posso sair de casa com os cabelos molhados e secar ao vento. Excelente redução do volume."
Livros,5,Desenhos lindos,"Ótimo livro pra quem gosta de desafio de colorir , rico em detalhes , desenhos lindos , folhas com desenhos em face única , é complexo os desenhos , mas devagar se pinta !  Serviço de entrega do site foi super rápido"
Moda,5,OTIMO PRODUTO,Respeitaram a data de entrega. As cuecas sao muito confortaveis. Nao incomoda na perna e nao aperta. Muito bom. Indico sim com certeza
Utilidades Domésticas,1,Ruim demais,produto  ruim.  Quebra  no primeiro uso. Não gostei. Ruim demais
Bebês,4,10,"Cadeira otima ,tecido de boa qualidade confortável p crianças"
Celulares e Smartphones,5,Ótimo produto,"Entregue super rapido, Ótimo  celular,  bem satisfeito com a compra."
Beleza e Perfumaria,4,Satisfeito,"Recomendo! Apesar de um similar , muito bom com ótima fixação."
Eletrodomésticos,5,Produto excelente.,"Produto superou minhas espectativas.Entrega antes do dia que estava marcado.Sempre recebi meus produtos em datas e prazos corretos,sou notificada sempre até chegar os produtos adquiridos.Parabens lojas americanas."
Informática e Acessórios,1,Como posso avaliar um produto que nem recebi.,"Insatisfeito com essa compra, pois não recebi o produto e não tenho nem um retorno positivo quando vou receber."
Celulares e Smartphones,5,ótimo produto,"excelente produto, com ótima qualidade que eu esperava da sony."
Informática,1,Desastrada,A compra foi cancelada por falta de capacidade das Lojas Americanas
Filmes e Séries,4,Gosto da coleção,"Ainda não assisti, mas gosto muito dessa coleção. Item de colecionado."
Beleza e Perfumaria,5,Gostei muito do produto!,"Secador maravilhoso, entrega super rápida. Chegou antes do previsto. Super recomendo, pra quem quer um bom resultado. Secador rápido e eficiente."
Automotivo,4,.Ótimo custo benefício,"O pneu tem preço competitivo, tem desenho bonito e é macio."
Artigos de Festas,4,Ótimo produto!,"Produto lindo com um ótimo acabamento , contendo todas as peças e entrega super rápida, muito antes do previsto, superou minhas expectativas."
Beleza e Perfumaria,4,GOSTEI,FOI ENTREGUE NO PRAZO. PRODUTO É EXATAMENTE COMO DESCRITO NO SITE.
Saúde,5,Top show!!!,Top recomendo. Entrega super rápida.  Aparelho excelente.
Suplementos e Vitaminas,1,Produto não é o importado,O Produto é nacional. Só tem cafeína e mais nada !
Utilidades Domésticas,5,Produto que Alta Qualidade e preço justo,"Bom dia   Meus amigos compraram e me recomendaram esse conjunto de panelas monaco,  Por ter a experiencia deles, e ter usado as mesmas, me senti confortável para comprar elas.   Espero utilizar em breve, assim, que minha casa ficar pronta.  Muito Obrigado"
Bebês,5,,"Essa banheira foi enviada de presente para um sobrinho que vai nascer essa semana . Minha cunhada ligou até com muita alegria com o produto , achou linda demais . Fiquei com uma dúvida e peço me esclarecerem .  Quando enviamos um presente a nota fiscal vai junto , como é isso . Depois que refleti pois , é meio deselegante a pessoa receber um presente com o preço .  Se puderem me esclareçam , por favor . Vai valer pra próxima .  Muito satisfeito !"
Eletrodomésticos,5,10,Até o momento o que esperávamos. Espero que não tenhamos problemas.
Celulares e Smartphones,5,Ótima qualidade e bonito,"O celular é bem rápido e bonito, fiquei meses escolhendo a melhor opção para mim e ele atendeu toda as minhas expectativas até agora, só não gostei muito da questão da entrega, meu produto chegou antes do prazo (ótimo) mas meu vizinho não me avisou que tinha apanhado ele e no site de rastreabilidade dizia que nem na minha cidade estava ainda.  Fora isso, tudo bem! recomendo 100%"
Celulares e Smartphones,2,Bandeja do cartão,"E um excelente aparelho, mas deixou a desejar, a bandeja dos cartões não suporta os 2 SIM e cartão de memoria lembrado que o aparelho já vem com 17 G de memoria ocupada!"
Eletroportáteis,4,recomendo,Recomendo o produto e parabéns pelo curto prazo na entrega.
Vestuário Esportivo,5,Reecomendo,"Atrasou um pouco, acho que devido as festas de fim de ano, entretanto recomendo, não tive problemas."
Eletroportáteis,4,Muito útil,Ótimo utensílio. Escolhi entre uma sanduíche ira e uma grill. Achei esse utensílio muito mais útil
Celulares e Smartphones,1,Ainda nem recebi,Os cara faz uma pesquisa sendo que o besta ainda nem recebeu o produto.. 48 dias esperando já.. E pelo vista tchau pra esse aí! Quero meu Dinheiro de volta!!!!!
Beleza e Perfumaria,1,Produto não é verdadeiro,"Sempre usei esse perfume e um pouco que colocamos fica o cheiro este tem que colocar bastante pra ficar um cheirinho bem fraquinho................... decepcionada pois paguei 123,00 por algo que nem fica o cheiro ............... pena que fazem isso com  consumidor né pois não ganhamos dinheiro de graça para gastar com enganos não indico e nunca mais compro perfumes por este site .............as outras coisas que comprei fiquei feliz mais o perfume  foi entregue rápido porém não tem o cheiro do original nossa ............ chateada....Minha NF 013066"
Eletrodomésticos,4,Lindo,"Primeiro micro lg, por enquanto tudo certo, esquenta e não é barulhento."
TV e Home Theater,5,Prático,Excelente. Tanto p instalação e por ser extremamente discreto pelo tamanho. Funcionando perfeitamete. Rápida entrega. Muito satisfeito.
Celulares e Smartphones,5,Muito bom o produto,"O aparelho é muito confortável na mão e o seu desempenho é algo que chama atenção, na parte das fotografias é um outro ponto positivo."
Games,3,Bom,Produto de qualidade. Recomendo a aquisição para entretenimento.
Games,5,Jogo excelente!,Um jogo super divertido! A loja Red Store entregou antes do prazo e em perfeito estado.
Casa e Construção,1,Produto entregue errado.,"O produto foi entregue antes do prazo, porém na cor errada, era para ser branco conforme site e também de acordo descrição na embalagem e maiormente nota fiscal. Mas veio totalmente irregular, sendo entregue na com de madeira. Terei de pintar para atender o cliente no prazo e esse custo/prejuízo será todo meu. Parabéns ao fornecedor, nunca mais!"
Games,4,Produto muito bom.,"Produto original, muito bom. Diversão garantida para os filhos. Recomendo."
Livros,5,Lindo livro,Gostei muito chegou antes do prazo Recomendo comprar nas americanas
Informática,1,PÉSSIMO!!!!,"A entrega e o antedimento do Lojas Americanas foi excelente, produto chegou antes do prazo, porém o produto é péssimo, não baixei nada até o momento e nem desenho do Youtube não roda.... a tela é escura horrível de visualizar nunca fiquei tão insatisfeita com uma compra como essa, mandei um e-mail para a Multilaser me responderam pra entrar em contato com um 0800 q não dá certo!!!!!! SSUUUPEERRRRRR DESCONTENTE"
Ar-condicionado e Aquecedores,5,excelente produto,Era o oque eu estava procurando ótimo preço e excelente produto
Informática e Acessórios,1,Não gostei,"Não gostei dessa impressora, com duas semanas de uso o cartucho acabou.  Acho que não imprimi nem 50 páginas. Recarreguei o cartucho e aconteceu a mesma coisa novamente."
Automotivo,5,Excelente,"Produto cumpre o que promete. Se der algum defeito no limpa brisa, vc pode enfrentar a chuva moderada numa boa."
TV e Home Theater,5,Meu sonho de consumo!,Produto entregue rápido e em perfeitas condições. Não fiz pesquisas de preços por isso tenho dúvidas se paguei um preço justo!
